layer_id,shape,precision,tactic,candidate_operator,confidence
269,"inputs=[{""name"":""/Softmax_10_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_21_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye568921/MatMul_21_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye568922/MatMul_21_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_2933"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
271,"inputs=[{""name"":""hidden_l9"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574562_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye619534dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2935"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L10:o_proj,HIGH
273,"inputs=[{""name"":""__myln_k_arg__bb1_2936"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye619539dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye568945/up_proj_10/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye568946/up_proj_10/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_2938"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L10:up_proj,HIGH
274,"inputs=[{""name"":""__myln_k_arg__bb1_2938"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2937"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye619544dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2939"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L10:gate_proj,HIGH
275,"inputs=[{""name"":""__myln_k_arg__bb1_2935"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2939"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_7924 _ ONNXTRT_Broadcast_3118_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l10"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L10:down_proj,HIGH
279,"inputs=[{""name"":""__myln_k_arg__bb1_2943"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye619549dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2944"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L11:v_proj,HIGH
283,"inputs=[{""name"":""__myln_k_arg__bb1_2942"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye619707dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2947"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L11:k_proj,HIGH
287,"inputs=[{""name"":""__myln_k_arg__bb1_2941"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye619712dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2952"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L11:q_proj,HIGH
291,"inputs=[{""name"":""/Add_44_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_92 _ /Transpose_58_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569019/MatMul_22_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569020/MatMul_22_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye569016"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
294,"inputs=[{""name"":""/Softmax_11_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_23_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569040/MatMul_23_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569041/MatMul_23_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_2958"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
296,"inputs=[{""name"":""hidden_l10"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574568_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye620064dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2960"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L11:o_proj,HIGH
298,"inputs=[{""name"":""__myln_k_arg__bb1_2961"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye620069dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye569064/up_proj_11/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569065/up_proj_11/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_2963"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L11:up_proj,HIGH
299,"inputs=[{""name"":""__myln_k_arg__bb1_2963"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2962"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye620074dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2964"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L11:gate_proj,HIGH
300,"inputs=[{""name"":""__myln_k_arg__bb1_2960"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2964"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_7960 _ ONNXTRT_Broadcast_3401_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l11"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L11:down_proj,HIGH
304,"inputs=[{""name"":""__myln_k_arg__bb1_2968"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye620079dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2969"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L12:v_proj,HIGH
308,"inputs=[{""name"":""__myln_k_arg__bb1_2967"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye620237dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2972"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L12:k_proj,HIGH
312,"inputs=[{""name"":""__myln_k_arg__bb1_2966"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye620242dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2977"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L12:q_proj,HIGH
316,"inputs=[{""name"":""/Add_48_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_100 _ /Transpose_63_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569138/MatMul_24_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569139/MatMul_24_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye569135"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
319,"inputs=[{""name"":""/Softmax_12_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_25_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569159/MatMul_25_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569160/MatMul_25_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_2983"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
321,"inputs=[{""name"":""hidden_l11"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574574_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye620594dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2985"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L12:o_proj,HIGH
323,"inputs=[{""name"":""__myln_k_arg__bb1_2986"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye620599dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye569183/up_proj_12/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569184/up_proj_12/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_2988"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L12:up_proj,HIGH
324,"inputs=[{""name"":""__myln_k_arg__bb1_2988"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2987"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye620604dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2989"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L12:gate_proj,HIGH
325,"inputs=[{""name"":""__myln_k_arg__bb1_2985"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_2989"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_7996 _ ONNXTRT_Broadcast_3684_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l12"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L12:down_proj,HIGH
329,"inputs=[{""name"":""__myln_k_arg__bb1_2993"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye620609dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2994"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L13:v_proj,HIGH
333,"inputs=[{""name"":""__myln_k_arg__bb1_2992"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye620767dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_2997"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L13:k_proj,HIGH
337,"inputs=[{""name"":""__myln_k_arg__bb1_2991"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye620772dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3002"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L13:q_proj,HIGH
341,"inputs=[{""name"":""/Add_52_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_108 _ /Transpose_68_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569257/MatMul_26_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569258/MatMul_26_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye569254"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
344,"inputs=[{""name"":""/Softmax_13_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_27_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569278/MatMul_27_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569279/MatMul_27_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3008"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
346,"inputs=[{""name"":""hidden_l12"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye574580_q8"",""shape"":[1,1,2048],""precision"":""Int8""},{""name"":""__mye621124dconst"",""shape"":[1,2048,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3010"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L13:o_proj,HIGH
348,"inputs=[{""name"":""__myln_k_arg__bb1_3011"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye621129dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye569302/up_proj_13/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569303/up_proj_13/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3013"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L13:up_proj,HIGH
349,"inputs=[{""name"":""__myln_k_arg__bb1_3013"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3012"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye621134dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3014"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L13:gate_proj,HIGH
350,"inputs=[{""name"":""__myln_k_arg__bb1_3010"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3014"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8032 _ ONNXTRT_Broadcast_3967_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l13"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L13:down_proj,HIGH
354,"inputs=[{""name"":""__myln_k_arg__bb1_3018"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye621139dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3019"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L14:v_proj,HIGH
358,"inputs=[{""name"":""__myln_k_arg__bb1_3017"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye621297dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3022"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L14:k_proj,HIGH
362,"inputs=[{""name"":""__myln_k_arg__bb1_3016"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye621302dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3027"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L14:q_proj,HIGH
366,"inputs=[{""name"":""/Add_56_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_116 _ /Transpose_73_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569376/MatMul_28_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569377/MatMul_28_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye569373"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
369,"inputs=[{""name"":""/Softmax_14_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_29_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569397/MatMul_29_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569398/MatMul_29_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye569394"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
370,"inputs=[{""name"":""hidden_l13"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye569394"",""shape"":[1,1,2048],""precision"":""Half""},{""name"":""__mye621654dconst"",""shape"":[1,2048,1024],""precision"":""Half""}]|outputs=[{""name"":""__myln_k_arg__bb1_3034"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L14:o_proj,HIGH
372,"inputs=[{""name"":""__myln_k_arg__bb1_3035"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__mye621659dconst"",""shape"":[1,1024,3072],""precision"":""Half""},{""name"":""__mye569421/up_proj_14/MatMul_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569422/up_proj_14/MatMul_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3037"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,L14:up_proj,HIGH
373,"inputs=[{""name"":""__myln_k_arg__bb1_3037"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3036"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye621664dconst"",""shape"":[1,1024,3072],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3038"",""shape"":[1,1,3072],""precision"":""Half""}]",inputs=Half;Int8;Int8|outputs=Half,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L14:gate_proj,HIGH
374,"inputs=[{""name"":""__myln_k_arg__bb1_3034"",""shape"":[1,1,1024],""precision"":""Half""},{""name"":""__myln_k_arg__bb1_3038"",""shape"":[1,1,3072],""precision"":""Half""},{""name"":""onnx__MatMul_8068 _ ONNXTRT_Broadcast_4247_constantHalf"",""shape"":[1,3072,1024],""precision"":""Half""}]|outputs=[{""name"":""hidden_l14"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Half;Half;Half|outputs=Half,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,L14:down_proj,HIGH
378,"inputs=[{""name"":""__myln_k_arg__bb1_3042"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye621669dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3043"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L15:v_proj,HIGH
382,"inputs=[{""name"":""__myln_k_arg__bb1_3041"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye621827dconst"",""shape"":[1,1024,1024],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3046"",""shape"":[1,1,1024],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L15:k_proj,HIGH
386,"inputs=[{""name"":""__myln_k_arg__bb1_3040"",""shape"":[1,1,1024],""precision"":""Int8""},{""name"":""__mye621832dconst"",""shape"":[1,1024,2048],""precision"":""Int8""}]|outputs=[{""name"":""__myln_k_arg__bb1_3051"",""shape"":[1,1,2048],""precision"":""Half""}]",inputs=Int8;Int8|outputs=Half,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,L15:q_proj,HIGH
390,"inputs=[{""name"":""/Add_60_output_0'.1"",""shape"":[16,1,128],""precision"":""Half""},{""name"":""shuffle_output_/Reshape_124 _ /Transpose_78_first_transpose_output.1"",""shape"":[16,128,-1],""precision"":""Half""},{""name"":""__mye569495/MatMul_30_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569496/MatMul_30_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__mye569492"",""shape"":[16,1,-1],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
393,"inputs=[{""name"":""/Softmax_15_output'.1"",""shape"":[16,1,-1],""precision"":""Half""},{""name"":""/Expand_31_output_0'.1"",""shape"":[16,-1,128],""precision"":""Half""},{""name"":""__mye569516/MatMul_31_alpha"",""shape"":[1],""precision"":""Float""},{""name"":""__mye569517/MatMul_31_beta"",""shape"":[1],""precision"":""Float""}]|outputs=[{""name"":""__myln_k_arg__bb1_3057"",""shape"":[16,1,128],""precision"":""Half""}]",inputs=Half;Half;Float;Float|outputs=Half,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,UNKNOWN,MEDIUM
